record_id,employee_id,date,scheduled_check_in_date,actual_check_in_date,scheduled_check_out_date,actual_check_out_date,late_minutes,is_late,is_absent,late_or_absent_reason
407,59,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,병가
408,59,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,가족 행사
409,59,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,병가
410,59,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,기타
411,59,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:57:00,2024-11-19 18:00:00,2024-11-19 18:25:00,0,False,False,
412,59,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:53:00,2024-11-20 18:00:00,2024-11-20 17:57:00,0,False,False,
413,59,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,병가
414,60,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:11:00,2024-11-15 18:00:00,2024-11-15 17:30:00,11,True,False,건강 문제
415,60,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:22:00,2024-11-16 18:00:00,2024-11-16 18:27:00,22,True,False,개인 사정
416,60,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:23:00,2024-11-17 18:00:00,2024-11-17 17:43:00,23,True,False,교통 체증
417,60,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:19:00,2024-11-18 18:00:00,2024-11-18 18:14:00,19,True,False,교통 체증
418,60,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:21:00,2024-11-19 18:00:00,2024-11-19 17:41:00,21,True,False,교통 체증
419,60,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:25:00,2024-11-20 18:00:00,2024-11-20 17:38:00,25,True,False,교통 체증
420,60,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:52:00,2024-11-21 18:00:00,2024-11-21 18:09:00,0,False,False,
421,61,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:10:00,2024-11-15 18:00:00,2024-11-15 18:45:00,10,True,False,개인 사정
422,61,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:46:00,2024-11-16 18:00:00,2024-11-16 18:55:00,0,False,False,
423,61,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:02:00,2024-11-17 18:00:00,2024-11-17 18:58:00,2,True,False,개인 사정
424,61,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:06:00,2024-11-18 18:00:00,2024-11-18 18:37:00,6,True,False,개인 사정
425,61,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:15:00,2024-11-19 18:00:00,2024-11-19 18:57:00,15,True,False,건강 문제
426,61,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:49:00,2024-11-20 18:00:00,2024-11-20 18:37:00,0,False,False,
427,61,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,가족 행사
428,62,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:20:00,2024-11-15 18:00:00,2024-11-15 18:41:00,20,True,False,교통 체증
429,62,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:28:00,2024-11-16 18:00:00,2024-11-16 18:51:00,28,True,False,교통 체증
430,62,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,기타
431,62,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:29:00,2024-11-18 18:00:00,2024-11-18 18:32:00,29,True,False,건강 문제
432,62,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,교통 문제
433,62,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:45:00,2024-11-20 18:00:00,2024-11-20 18:15:00,0,False,False,
434,62,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:20:00,2024-11-21 18:00:00,2024-11-21 18:12:00,20,True,False,건강 문제
435,63,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:17:00,2024-11-15 18:00:00,2024-11-15 18:22:00,17,True,False,교통 체증
436,63,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:55:00,2024-11-16 18:00:00,2024-11-16 18:20:00,0,False,False,
437,63,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:23:00,2024-11-17 18:00:00,2024-11-17 18:39:00,23,True,False,개인 사정
438,63,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:00:00,2024-11-18 18:00:00,2024-11-18 17:54:00,0,False,False,
439,63,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:17:00,2024-11-19 18:00:00,2024-11-19 17:50:00,17,True,False,개인 사정
440,63,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,병가
441,63,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,병가
442,64,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:17:00,2024-11-15 18:00:00,2024-11-15 18:31:00,17,True,False,교통 체증
443,64,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:15:00,2024-11-16 18:00:00,2024-11-16 18:16:00,15,True,False,개인 사정
444,64,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:06:00,2024-11-17 18:00:00,2024-11-17 18:33:00,6,True,False,개인 사정
445,64,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:19:00,2024-11-18 18:00:00,2024-11-18 18:18:00,19,True,False,개인 사정
446,64,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:12:00,2024-11-19 18:00:00,2024-11-19 18:06:00,12,True,False,개인 사정
447,64,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:19:00,2024-11-20 18:00:00,2024-11-20 17:54:00,19,True,False,건강 문제
448,64,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:47:00,2024-11-21 18:00:00,2024-11-21 18:43:00,0,False,False,
449,65,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:22:00,2024-11-15 18:00:00,2024-11-15 18:00:00,22,True,False,개인 사정
450,65,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:28:00,2024-11-16 18:00:00,2024-11-16 17:45:00,28,True,False,건강 문제
451,65,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:54:00,2024-11-17 18:00:00,2024-11-17 18:40:00,0,False,False,
452,65,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:08:00,2024-11-18 18:00:00,2024-11-18 18:46:00,8,True,False,교통 체증
453,65,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:07:00,2024-11-19 18:00:00,2024-11-19 18:45:00,7,True,False,건강 문제
454,65,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:29:00,2024-11-20 18:00:00,2024-11-20 18:27:00,29,True,False,건강 문제
455,65,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:00:00,2024-11-21 18:00:00,2024-11-21 18:52:00,0,False,False,
456,66,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:04:00,2024-11-15 18:00:00,2024-11-15 18:34:00,4,True,False,개인 사정
457,66,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:12:00,2024-11-16 18:00:00,2024-11-16 17:44:00,12,True,False,개인 사정
458,66,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:59:00,2024-11-17 18:00:00,2024-11-17 18:39:00,0,False,False,
459,66,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:10:00,2024-11-18 18:00:00,2024-11-18 17:57:00,10,True,False,개인 사정
460,66,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:53:00,2024-11-19 18:00:00,2024-11-19 18:18:00,0,False,False,
461,66,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:59:00,2024-11-20 18:00:00,2024-11-20 18:45:00,0,False,False,
462,66,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:06:00,2024-11-21 18:00:00,2024-11-21 18:17:00,6,True,False,교통 체증
463,67,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:53:00,2024-11-15 18:00:00,2024-11-15 18:55:00,0,False,False,
464,67,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:25:00,2024-11-16 18:00:00,2024-11-16 18:22:00,25,True,False,교통 체증
465,67,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:51:00,2024-11-17 18:00:00,2024-11-17 18:04:00,0,False,False,
466,67,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:27:00,2024-11-18 18:00:00,2024-11-18 17:43:00,27,True,False,건강 문제
467,67,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:49:00,2024-11-19 18:00:00,2024-11-19 18:19:00,0,False,False,
468,67,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:50:00,2024-11-20 18:00:00,2024-11-20 17:43:00,0,False,False,
469,67,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:02:00,2024-11-21 18:00:00,2024-11-21 17:47:00,2,True,False,개인 사정
470,68,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:51:00,2024-11-15 18:00:00,2024-11-15 17:56:00,0,False,False,
471,68,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:05:00,2024-11-16 18:00:00,2024-11-16 18:40:00,5,True,False,개인 사정
472,68,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:47:00,2024-11-17 18:00:00,2024-11-17 18:29:00,0,False,False,
473,68,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:51:00,2024-11-18 18:00:00,2024-11-18 18:43:00,0,False,False,
474,68,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:05:00,2024-11-19 18:00:00,2024-11-19 18:58:00,5,True,False,개인 사정
475,68,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:50:00,2024-11-20 18:00:00,2024-11-20 18:54:00,0,False,False,
476,68,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,가족 행사
477,69,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,병가
478,69,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:25:00,2024-11-16 18:00:00,2024-11-16 18:40:00,25,True,False,교통 체증
479,69,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,교통 문제
480,69,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:25:00,2024-11-18 18:00:00,2024-11-18 17:46:00,25,True,False,교통 체증
481,69,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:03:00,2024-11-19 18:00:00,2024-11-19 17:32:00,3,True,False,건강 문제
482,69,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:00:00,2024-11-20 18:00:00,2024-11-20 18:42:00,0,False,False,
483,69,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:46:00,2024-11-21 18:00:00,2024-11-21 17:51:00,0,False,False,
484,70,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:07:00,2024-11-15 18:00:00,2024-11-15 17:56:00,7,True,False,건강 문제
485,70,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:57:00,2024-11-16 18:00:00,2024-11-16 18:14:00,0,False,False,
486,70,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:50:00,2024-11-17 18:00:00,2024-11-17 17:30:00,0,False,False,
487,70,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:53:00,2024-11-18 18:00:00,2024-11-18 17:50:00,0,False,False,
488,70,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,가족 행사
489,70,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:06:00,2024-11-20 18:00:00,2024-11-20 18:32:00,6,True,False,건강 문제
490,70,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,병가
491,71,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:28:00,2024-11-15 18:00:00,2024-11-15 18:55:00,28,True,False,개인 사정
492,71,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,병가
493,71,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:47:00,2024-11-17 18:00:00,2024-11-17 18:32:00,0,False,False,
494,71,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,가족 행사
495,71,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:20:00,2024-11-19 18:00:00,2024-11-19 18:07:00,20,True,False,개인 사정
496,71,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:29:00,2024-11-20 18:00:00,2024-11-20 17:50:00,29,True,False,교통 체증
497,71,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:55:00,2024-11-21 18:00:00,2024-11-21 17:45:00,0,False,False,
498,72,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:09:00,2024-11-15 18:00:00,2024-11-15 17:43:00,9,True,False,건강 문제
499,72,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:58:00,2024-11-16 18:00:00,2024-11-16 18:47:00,0,False,False,
500,72,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:11:00,2024-11-17 18:00:00,2024-11-17 18:06:00,11,True,False,건강 문제
501,72,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:12:00,2024-11-18 18:00:00,2024-11-18 18:22:00,12,True,False,교통 체증
502,72,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:25:00,2024-11-19 18:00:00,2024-11-19 17:54:00,25,True,False,교통 체증
503,72,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,병가
504,72,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:58:00,2024-11-21 18:00:00,2024-11-21 17:48:00,0,False,False,
505,73,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:23:00,2024-11-15 18:00:00,2024-11-15 17:56:00,23,True,False,개인 사정
506,73,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,교통 문제
507,73,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:20:00,2024-11-17 18:00:00,2024-11-17 18:15:00,20,True,False,교통 체증
508,73,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,가족 행사
509,73,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:48:00,2024-11-19 18:00:00,2024-11-19 18:12:00,0,False,False,
510,73,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:46:00,2024-11-20 18:00:00,2024-11-20 18:15:00,0,False,False,
511,73,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,병가
512,74,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,기타
513,74,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,교통 문제
514,74,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:58:00,2024-11-17 18:00:00,2024-11-17 18:43:00,0,False,False,
515,74,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:25:00,2024-11-18 18:00:00,2024-11-18 17:37:00,25,True,False,건강 문제
516,74,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,병가
517,74,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:17:00,2024-11-20 18:00:00,2024-11-20 17:58:00,17,True,False,개인 사정
518,74,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,가족 행사
519,75,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:54:00,2024-11-15 18:00:00,2024-11-15 18:58:00,0,False,False,
520,75,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:25:00,2024-11-16 18:00:00,2024-11-16 18:44:00,25,True,False,교통 체증
521,75,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:53:00,2024-11-17 18:00:00,2024-11-17 17:33:00,0,False,False,
522,75,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,교통 문제
523,75,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:29:00,2024-11-19 18:00:00,2024-11-19 17:42:00,29,True,False,건강 문제
524,75,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:07:00,2024-11-20 18:00:00,2024-11-20 18:56:00,7,True,False,교통 체증
525,75,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:01:00,2024-11-21 18:00:00,2024-11-21 17:43:00,1,True,False,교통 체증
526,76,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:20:00,2024-11-15 18:00:00,2024-11-15 17:41:00,20,True,False,개인 사정
527,76,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:29:00,2024-11-16 18:00:00,2024-11-16 18:39:00,29,True,False,건강 문제
528,76,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:58:00,2024-11-17 18:00:00,2024-11-17 18:19:00,0,False,False,
529,76,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:24:00,2024-11-18 18:00:00,2024-11-18 18:28:00,24,True,False,건강 문제
530,76,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:20:00,2024-11-19 18:00:00,2024-11-19 18:16:00,20,True,False,개인 사정
531,76,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:00:00,2024-11-20 18:00:00,2024-11-20 18:15:00,0,False,False,
532,76,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:45:00,2024-11-21 18:00:00,2024-11-21 17:35:00,0,False,False,
533,77,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:07:00,2024-11-15 18:00:00,2024-11-15 18:34:00,7,True,False,건강 문제
534,77,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:05:00,2024-11-16 18:00:00,2024-11-16 18:27:00,5,True,False,건강 문제
535,77,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:28:00,2024-11-17 18:00:00,2024-11-17 18:26:00,28,True,False,교통 체증
536,77,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:50:00,2024-11-18 18:00:00,2024-11-18 17:54:00,0,False,False,
537,77,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:55:00,2024-11-19 18:00:00,2024-11-19 17:46:00,0,False,False,
538,77,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,병가
539,77,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:18:00,2024-11-21 18:00:00,2024-11-21 17:54:00,18,True,False,건강 문제
540,78,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:09:00,2024-11-15 18:00:00,2024-11-15 17:37:00,9,True,False,개인 사정
541,78,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:07:00,2024-11-16 18:00:00,2024-11-16 18:28:00,7,True,False,건강 문제
542,78,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:47:00,2024-11-17 18:00:00,2024-11-17 17:34:00,0,False,False,
543,78,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:52:00,2024-11-18 18:00:00,2024-11-18 18:31:00,0,False,False,
544,78,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:10:00,2024-11-19 18:00:00,2024-11-19 18:35:00,10,True,False,교통 체증
545,78,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:19:00,2024-11-20 18:00:00,2024-11-20 18:13:00,19,True,False,개인 사정
546,78,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:58:00,2024-11-21 18:00:00,2024-11-21 18:34:00,0,False,False,
547,79,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:10:00,2024-11-15 18:00:00,2024-11-15 18:55:00,10,True,False,교통 체증
548,79,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:57:00,2024-11-16 18:00:00,2024-11-16 17:44:00,0,False,False,
549,79,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:58:00,2024-11-17 18:00:00,2024-11-17 18:56:00,0,False,False,
550,79,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:06:00,2024-11-18 18:00:00,2024-11-18 18:03:00,6,True,False,개인 사정
551,79,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:57:00,2024-11-19 18:00:00,2024-11-19 17:31:00,0,False,False,
552,79,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:53:00,2024-11-20 18:00:00,2024-11-20 17:55:00,0,False,False,
553,79,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:19:00,2024-11-21 18:00:00,2024-11-21 18:06:00,19,True,False,교통 체증
554,80,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:22:00,2024-11-15 18:00:00,2024-11-15 18:55:00,22,True,False,교통 체증
555,80,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:24:00,2024-11-16 18:00:00,2024-11-16 18:48:00,24,True,False,교통 체증
556,80,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:22:00,2024-11-17 18:00:00,2024-11-17 18:52:00,22,True,False,교통 체증
557,80,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,병가
558,80,2024-11-19,2024-11-19 09:00:00,,2024-11-19 18:00:00,,0,False,True,교통 문제
559,80,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,병가
560,80,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:09:00,2024-11-21 18:00:00,2024-11-21 18:42:00,9,True,False,건강 문제
561,81,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:52:00,2024-11-15 18:00:00,2024-11-15 18:08:00,0,False,False,
562,81,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:45:00,2024-11-16 18:00:00,2024-11-16 17:40:00,0,False,False,
563,81,2024-11-17,2024-11-17 09:00:00,,2024-11-17 18:00:00,,0,False,True,교통 문제
564,81,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:06:00,2024-11-18 18:00:00,2024-11-18 17:54:00,6,True,False,개인 사정
565,81,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:30:00,2024-11-19 18:00:00,2024-11-19 17:44:00,30,True,False,교통 체증
566,81,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:03:00,2024-11-20 18:00:00,2024-11-20 17:30:00,3,True,False,건강 문제
567,81,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,교통 문제
568,82,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:18:00,2024-11-15 18:00:00,2024-11-15 18:09:00,18,True,False,개인 사정
569,82,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:17:00,2024-11-16 18:00:00,2024-11-16 18:36:00,17,True,False,개인 사정
570,82,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:01:00,2024-11-17 18:00:00,2024-11-17 17:31:00,1,True,False,개인 사정
571,82,2024-11-18,2024-11-18 09:00:00,,2024-11-18 18:00:00,,0,False,True,기타
572,82,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:52:00,2024-11-19 18:00:00,2024-11-19 18:59:00,0,False,False,
573,82,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,병가
574,82,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:14:00,2024-11-21 18:00:00,2024-11-21 17:55:00,14,True,False,교통 체증
575,83,2024-11-15,2024-11-15 09:00:00,2024-11-15 08:53:00,2024-11-15 18:00:00,2024-11-15 17:37:00,0,False,False,
576,83,2024-11-16,2024-11-16 09:00:00,2024-11-16 08:48:00,2024-11-16 18:00:00,2024-11-16 17:50:00,0,False,False,
577,83,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:09:00,2024-11-17 18:00:00,2024-11-17 17:30:00,9,True,False,건강 문제
578,83,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:15:00,2024-11-18 18:00:00,2024-11-18 18:45:00,15,True,False,건강 문제
579,83,2024-11-19,2024-11-19 09:00:00,2024-11-19 08:49:00,2024-11-19 18:00:00,2024-11-19 18:38:00,0,False,False,
580,83,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:30:00,2024-11-20 18:00:00,2024-11-20 18:26:00,30,True,False,교통 체증
581,83,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,가족 행사
582,84,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,기타
583,84,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:09:00,2024-11-16 18:00:00,2024-11-16 17:38:00,9,True,False,건강 문제
584,84,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:05:00,2024-11-17 18:00:00,2024-11-17 17:41:00,5,True,False,개인 사정
585,84,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:05:00,2024-11-18 18:00:00,2024-11-18 17:47:00,5,True,False,교통 체증
586,84,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:18:00,2024-11-19 18:00:00,2024-11-19 18:59:00,18,True,False,건강 문제
587,84,2024-11-20,2024-11-20 09:00:00,2024-11-20 09:05:00,2024-11-20 18:00:00,2024-11-20 18:34:00,5,True,False,건강 문제
588,84,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:14:00,2024-11-21 18:00:00,2024-11-21 18:17:00,14,True,False,건강 문제
589,85,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:14:00,2024-11-15 18:00:00,2024-11-15 18:27:00,14,True,False,교통 체증
590,85,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,병가
591,85,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:09:00,2024-11-17 18:00:00,2024-11-17 18:46:00,9,True,False,건강 문제
592,85,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:06:00,2024-11-18 18:00:00,2024-11-18 18:51:00,6,True,False,교통 체증
593,85,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:15:00,2024-11-19 18:00:00,2024-11-19 18:31:00,15,True,False,개인 사정
594,85,2024-11-20,2024-11-20 09:00:00,2024-11-20 08:46:00,2024-11-20 18:00:00,2024-11-20 18:01:00,0,False,False,
595,85,2024-11-21,2024-11-21 09:00:00,,2024-11-21 18:00:00,,0,False,True,교통 문제
596,86,2024-11-15,2024-11-15 09:00:00,,2024-11-15 18:00:00,,0,False,True,기타
597,86,2024-11-16,2024-11-16 09:00:00,2024-11-16 09:13:00,2024-11-16 18:00:00,2024-11-16 18:09:00,13,True,False,교통 체증
598,86,2024-11-17,2024-11-17 09:00:00,2024-11-17 09:06:00,2024-11-17 18:00:00,2024-11-17 17:46:00,6,True,False,개인 사정
599,86,2024-11-18,2024-11-18 09:00:00,2024-11-18 08:50:00,2024-11-18 18:00:00,2024-11-18 18:09:00,0,False,False,
600,86,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:03:00,2024-11-19 18:00:00,2024-11-19 17:48:00,3,True,False,개인 사정
601,86,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,교통 문제
602,86,2024-11-21,2024-11-21 09:00:00,2024-11-21 08:54:00,2024-11-21 18:00:00,2024-11-21 18:09:00,0,False,False,
603,87,2024-11-15,2024-11-15 09:00:00,2024-11-15 09:17:00,2024-11-15 18:00:00,2024-11-15 18:26:00,17,True,False,건강 문제
604,87,2024-11-16,2024-11-16 09:00:00,,2024-11-16 18:00:00,,0,False,True,가족 행사
605,87,2024-11-17,2024-11-17 09:00:00,2024-11-17 08:47:00,2024-11-17 18:00:00,2024-11-17 17:50:00,0,False,False,
606,87,2024-11-18,2024-11-18 09:00:00,2024-11-18 09:15:00,2024-11-18 18:00:00,2024-11-18 17:45:00,15,True,False,교통 체증
607,87,2024-11-19,2024-11-19 09:00:00,2024-11-19 09:01:00,2024-11-19 18:00:00,2024-11-19 18:05:00,1,True,False,교통 체증
608,87,2024-11-20,2024-11-20 09:00:00,,2024-11-20 18:00:00,,0,False,True,가족 행사
609,87,2024-11-21,2024-11-21 09:00:00,2024-11-21 09:30:00,2024-11-21 18:00:00,2024-11-21 18:54:00,30,True,False,교통 체증
